t15,instance,ip,server,status,anomaly_score,threshold,is_anomaly,is_sustained,dominant_metric,resource,severity
2026-03-03 09:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5302549970661423,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 09:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5182295763960436,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 09:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5254863287793671,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 10:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5263479447449657,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 10:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5589111978918123,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-03 10:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5541106855332557,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-03 10:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5541974732691816,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 11:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5256913690867318,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 11:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.47324349348082484,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 11:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5302221485151096,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 11:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5370345273618481,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 12:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5252164288014811,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 12:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.552511731610491,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 12:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5584143900059954,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-03 12:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5003745823799042,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 13:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5266227409941382,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 13:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.53508904596898,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 13:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.500918026898453,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 13:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5771866944331636,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 14:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5584955104127896,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 14:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5253786673482619,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 14:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5444088251697526,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 14:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5102964267733245,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 15:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5439765403485569,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 15:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5992211955719263,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 15:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.592604121232035,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 15:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.540118884160173,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 16:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5805725895104242,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 16:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5972844788562112,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 16:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5470149186868838,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 16:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5169599997948767,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 17:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.505048979933414,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 17:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5093130796550415,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 17:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.54007998531733,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 17:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5518608754956507,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-03 18:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5049557506415009,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 18:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5496712800609043,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 18:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5505874691410244,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 18:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5443722671959534,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 19:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.47706433236547485,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 19:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.571055221778847,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 19:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5195297794716534,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 19:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5570195555780345,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-03 20:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5494829895694899,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 20:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5721564150850268,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 20:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5450618677772897,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 20:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5678791958760002,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 21:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5164396438493141,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 21:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5750462855202041,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 21:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5342059502281878,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 21:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5628830647759712,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 22:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.47957909403631926,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 22:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5800854285787962,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 22:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5824529959987003,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-03 22:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5471636798231522,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-03 23:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5174512236970891,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 23:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5360216717206766,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 23:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5215253399282085,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-03 23:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5504103172997289,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 00:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5039043150514847,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 00:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5666444384793126,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 00:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5392709977767025,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 00:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5444970188361729,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 01:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5144625019853026,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 01:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.4628413732916195,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 01:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5424660506896123,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 01:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5077291500943856,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 02:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5230928880842094,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 02:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5826548458117398,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 02:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5613042710444055,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 02:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5409531356583253,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 03:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5232925576506371,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 03:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5739595810614009,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 03:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5386463295322166,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 03:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5533568691375965,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 04:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5040737132996669,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 04:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5664533827939467,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 04:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5145185024458799,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 04:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5488026082413029,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 05:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5188802469176171,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 05:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5562997179274713,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 05:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5810544900608403,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 05:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5383636617472046,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 06:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5218127300199454,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 06:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5781198768712781,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 06:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5226576975073077,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 06:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.536964794124473,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 07:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5244642279975134,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 07:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.520559453725916,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 07:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.4844448457545472,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 07:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5247245723426642,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 08:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5258883888821053,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 08:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5550365197107192,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 08:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5167338517606216,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 08:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5061541802273192,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 09:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5227268268890685,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 09:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5111845696074747,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 09:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5351901055459862,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 09:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5150445641193757,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 10:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5247727669410583,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 10:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5101450418021778,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 10:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.4882707722868701,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 10:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5245480430345907,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 11:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.4829253710466981,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 11:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.539597111780147,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 11:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5613428498943731,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 11:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5185080817626081,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 12:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5188783014250482,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 12:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5385274419177343,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 12:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5347284582557637,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 12:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5531844900506209,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 13:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5049436566829892,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 13:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5114650227519492,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 13:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5383088062032284,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 13:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5847606113964957,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 14:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5267686806154758,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 14:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.568768097178568,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 14:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5596206849664458,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 14:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5871364723424205,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 15:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5777308642352992,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 15:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6179273674119322,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 15:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6079407627360042,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 15:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6611511077235693,0.638473806008942,True,True,mean_disk_pct_C:,DISK,HIGH
2026-03-04 16:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6092258819272909,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 16:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6135992165502008,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 16:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5358985249272404,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 16:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5592408459884414,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 17:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5825647983871077,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 17:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5758397531415403,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 17:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.595347197827311,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 17:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5777994939101548,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 18:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5510026291398032,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 18:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5375346373696898,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 18:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5830008829556712,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 18:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5853181138357829,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 19:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5291390070326418,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 19:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5963350562683101,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 19:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5929616624276529,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 19:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6152886057894963,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 20:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5967622968415098,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 20:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6434184134717874,0.638473806008942,True,True,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 20:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6053360166779053,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 20:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.566613128575893,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 21:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5173277787075895,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 21:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6100350456610106,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 21:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6234664813443416,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 21:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6093457264476083,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 22:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5273648419182453,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-04 22:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5898916304784927,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 22:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6126099039728407,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 22:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6027803253990881,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 23:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5783697025868428,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-04 23:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.574836485420834,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-04 23:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5117623010644292,0.638473806008942,False,False,mean_cpu_pct,CPU,LOW
2026-03-04 23:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5827540144236903,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-05 00:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5453976441731537,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-05 00:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6159644573845982,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-05 00:30:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5775926107209046,0.638473806008942,False,False,mean_cpu_pct,CPU,MEDIUM
2026-03-05 00:45:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.6046712512495666,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
2026-03-05 01:00:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5460881985194395,0.638473806008942,False,False,mean_disk_pct_C:,DISK,LOW
2026-03-05 01:15:00,192.168.1.2:9182,192.168.1.2,192.168.1.2:9182,active,0.5794247527416995,0.638473806008942,False,False,mean_disk_pct_C:,DISK,MEDIUM
